APPLICATION_ID,PROJECT_TITLE,IC_NAME,FY,TOTAL_COST,domain,domain_label,topic,topic_label,subtopic,subtopic_label,umap_x,umap_y
6209602,MECHANISTIC STUDIES OF THE FE/S ENZYME SP LYASE,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2000.0,32416.0,7,Infectious Disease & Immunology,41,Infectious Disease & Immunology > Cancer,159,Genetics & Biotechno > Genetic... > Infectious Diseases,-6.059728,5.4652476
9452620,Role of Inflammation in Progressive Multifocal Leukoencephalopathy,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2016.0,434999.0,6,Molecular Biology & Genomics,35,Molecular Biology & Genomics > Bioengineering,135,Genetics & Neuroscie > Bioengi... > Clinical Research,-4.430546,6.415091
6488995,PEDIATRIC ONCOLOGY GROUP,NATIONAL CANCER INSTITUTE,2002.0,106477.0,8,Clinical & Translational Research,48,Clinical & Translational Research > Clinical Trials and Supportive A...,182,Clinical Research &  > Clinica... > Prevention,-10.8470545,4.245806
7842643,Chaetocin as a Potential Therapy for Multiple Myeloma,NATIONAL CANCER INSTITUTE,2010.0,368294.0,10,Bioengineering & Technology,60,Bioengineering & Technology > Nanotechnology,227,Bioengineering & Bio > Bioengi... > Bioengineering,-4.6857,3.76248
7225283,Cartilage-Bone Interactions in Osteoarthritis,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2007.0,477261.0,2,Behavioral & Social Science,10,Behavioral & Social Science > Human Genome,40,Clinical Research &  > Clinica... > Clinical Research,-7.356932,1.5784101
7332022,Biomarkers for Charcot Arthropathy in Diabetic Patients,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2007.0,266000.0,2,Behavioral & Social Science,7,Behavioral & Social Science > Rare Diseases,26,Clinical Research &  > Clinica... > Clinical Research,-7.8524203,0.9894317
10388503,Reader Accuracy in Pathology Interpretation and Diagnosis: Perception and Cognition (RAPID-PC),NATIONAL CANCER INSTITUTE,2021.0,64714.0,2,Behavioral & Social Science,12,Behavioral & Social Science > Patient Safety,46,Clinical Research &  > Clinica... > Clinical Research,-9.018021,3.2495475
7116493,CD4 Immune Reconstitution in SIV Infection,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2006.0,473432.0,6,Molecular Biology & Genomics,34,Molecular Biology & Genomics > Immunization,133,Genetics & Neuroscie > Clinica... > Infectious Diseases,-6.373882,3.3535597
6843070,INTERPERSONAL PSYCHOTHERAPY FOR ANTENATAL DEPRESSION,NATIONAL INSTITUTE OF MENTAL HEALTH,2004.0,239592.0,2,Behavioral & Social Science,8,Behavioral & Social Science > Comparative Effectiveness Research,31,Clinical Research &  > Clinica... > Clinical Research,-8.641684,0.32686415
9247698,Molecular Mechanisms of Regulation and Modulation of Sphingosine Kinase 1 Activity in Cancer,NATIONAL CANCER INSTITUTE,2017.0,32921.0,9,Cancer Biology & Oncology,53,Cancer Biology & Oncology > Orphan Drug,202,Genetics & Neuroscie > Cancer... > Genetics,-4.5763373,4.109525
9535962,Molecular Link Between Metabolic Syndrome and Prostate Cancer,NATIONAL CANCER INSTITUTE,2018.0,384420.0,4,Rare Diseases & Genomics,19,Rare Diseases & Genomics > Stem Cell Research,75,Genetics & Neuroscie > Genetic... > Rare Diseases,-5.5226874,3.2560692
8310807,Biology & Transplantation of the Human Stem Cell,NATIONAL CANCER INSTITUTE,2012.0,2148642.0,10,Bioengineering & Technology,58,Bioengineering & Technology > Vaccine Related,220,Bioengineering & Bio > Biotech... > Clinical Research,-10.041589,4.6044707
8842676,Cardiology and Pulmonary Clinical Research Training Program,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2015.0,504797.0,1,Clinical Trials & Prevention,5,Clinical Trials & Prevention > Minority Health,19,Clinical Research &  > Clinica... > Clinical Research,-11.636803,3.361723
10548886,The c-Rel Checkpoint for Immunosuppression and Immunotherapy,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2023.0,502487.0,9,Cancer Biology & Oncology,50,Cancer Biology & Oncology > Substance Abuse,188,Genetics & Neuroscie > Neurosc... > Cancer,-6.00903,6.32483
7138526,Genomic Database for the Yeast Saccharomyces,NATIONAL HUMAN GENOME RESEARCH INSTITUTE,2006.0,2401319.0,10,Bioengineering & Technology,55,Bioengineering & Technology > Networking and Information Techn...,208,Bioengineering & Bio > Genetic... > Biotechnology,-9.559551,4.2796726
10838614,MIRA: Uncover Design Rules for Interaction and Assembly of Nature’s Molecular Machines,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2024.0,394937.0,7,Infectious Disease & Immunology,37,Infectious Disease & Immunology > Clinical Research,143,Genetics & Biotechno > Genetic... > Genetics,-6.193967,5.5017457
9385257,Application of Health Behavior Models to Predict Hearing Healthcare Outcomes,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,2018.0,298971.0,2,Behavioral & Social Science,9,Behavioral & Social Science > Substance Abuse,35,Clinical Research &  > Clinica... > Clinical Research,-8.541745,0.7854469
8350156,Multivalent Inhibition of Integrin alphaVbeta3,NATIONAL CANCER INSTITUTE,2011.0,70987.0,7,Infectious Disease & Immunology,37,Infectious Disease & Immunology > Clinical Research,143,Genetics & Biotechno > Genetic... > Genetics,-8.105599,5.6439357
10772100,CSHL Imaging Structure & Function in the Nervous System,NATIONAL INSTITUTE OF MENTAL HEALTH,2024.0,158630.0,1,Clinical Trials & Prevention,5,Clinical Trials & Prevention > Minority Health,20,Clinical Research &  > Clinica... > Clinical Research,-11.99369,3.3604777
10361857,Cornell FIRST,NATIONAL CANCER INSTITUTE,2021.0,471000.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,9,Clinical Research &  > Clinica... > Clinical Research,-10.680004,3.177288
7847557,Remodeling Suppression: Collagen Effects on Fracture Energy,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2010.0,328878.0,4,Rare Diseases & Genomics,24,Rare Diseases & Genomics > Hematology,91,Genetics & Neuroscie > Clinica... > Neurosciences,-7.7209067,2.010612
8060564,A Xenopus tropicalis mutant resource,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2011.0,403833.0,7,Infectious Disease & Immunology,38,Infectious Disease & Immunology > Regenerative Medicine,150,Genetics & Biotechno > Genetic... > Genetics,-7.117967,6.0987916
9441015,Single-molecule visualization of transcription regulation mechanisms,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2018.0,416411.0,9,Cancer Biology & Oncology,52,Cancer Biology & Oncology > Emerging Infectious Diseases,197,Genetics & Neuroscie > Genetic... > Genetics,-6.469267,5.187034
7276666,Impact of Aging on Stem Cell Repair in Atherosclerosis,NATIONAL INSTITUTE ON AGING,2007.0,293771.0,6,Molecular Biology & Genomics,35,Molecular Biology & Genomics > Bioengineering,135,Genetics & Neuroscie > Bioengi... > Clinical Research,-5.279897,6.203539
9593714,Molecular mechanism of protein C activation,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2018.0,378750.0,7,Infectious Disease & Immunology,40,Infectious Disease & Immunology > Bioengineering,157,Genetics & Biotechno > Bioengi... > Infectious Diseases,-6.3324895,5.3667765
7379783,Strengthening Applied Epidemiology Training Programs in Africa,Center for Global Health,2007.0,661096.0,1,Clinical Trials & Prevention,1,Clinical Trials & Prevention > Influenza,4,Clinical Research &  > Infecti... > Infectious Diseases,-10.412659,3.4460466
8211892,TRIP-PCI: PAR1 Pepducin-Based Interventions in Arterial Thrombosis,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2012.0,2159793.0,3,Genetics & Biotechnology,14,Genetics & Biotechnology > Nanotechnology,54,Genetics & Neuroscie > Biotech... > Biotechnology,-7.8197446,5.0162897
7858150,Study of GPR30: a novel estrogen receptor linked to breast cancer.,NATIONAL CANCER INSTITUTE,2010.0,292011.0,6,Molecular Biology & Genomics,33,Molecular Biology & Genomics > Genetics,127,Genetics & Neuroscie > Genetic... > Genetics,-5.302067,5.3244295
10778606,Defining Protective CMV Immunity after Transplantation,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2024.0,735894.0,9,Cancer Biology & Oncology,51,Cancer Biology & Oncology > Cardiovascular,191,Genetics & Neuroscie > Genetic... > Genetics,-7.017289,6.6458344
10153179,Pathophysiologic mechanisms leading to intrahepatic fat accumulation in obese youth,NATIONAL INSTITUTE ON MINORITY HEALTH AND HEALTH DISPARITIES,2021.0,668756.0,2,Behavioral & Social Science,10,Behavioral & Social Science > Human Genome,39,Clinical Research &  > Clinica... > Clinical Research,-7.234504,2.0096245
7481818,Information Integration of Heterogeneous Data Sources,NATIONAL CENTER FOR RESEARCH RESOURCES,2008.0,473392.0,10,Bioengineering & Technology,59,Bioengineering & Technology > Rehabilitation,225,Bioengineering & Bio > Bioengi... > Bioengineering,-9.044589,3.9492826
10697525,CENTER FOR RESEARCH ON STRUCTURAL BIOLOGY OF INFECTIOUS DISEASES,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2022.0,250000.0,1,Clinical Trials & Prevention,1,Clinical Trials & Prevention > Influenza,4,Clinical Research &  > Infecti... > Infectious Diseases,-10.245342,4.679656
6825762,Hippocampal Prefrontal Cortical Interactions in Memory,NATIONAL INSTITUTE OF MENTAL HEALTH,2005.0,248250.0,5,Neuroscience & Behavior,26,Neuroscience & Behavior > Eye Disease and Disorders of Vision,102,Neurosciences & Beha > Neurosc... > Neurosciences,-6.43043,2.2298825
6896376,Organization of Extrastriate Visual Cortex,NATIONAL EYE INSTITUTE,2005.0,265300.0,5,Neuroscience & Behavior,28,Neuroscience & Behavior > Genetics,107,Neurosciences & Beha > Neurosc... > Neurosciences,-6.0281143,1.7818699
10011279,Investigation of persistent HIV immune stimulation in lymphoid tissues during therapy as a cause of sustained immune activation,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2020.0,747348.0,6,Molecular Biology & Genomics,34,Molecular Biology & Genomics > Immunization,133,Genetics & Neuroscie > Clinica... > Infectious Diseases,-6.1186357,3.1904147
7339290,Improved Cryosurgical Destruction of Prostate Cancer,NATIONAL CANCER INSTITUTE,2008.0,319374.0,4,Rare Diseases & Genomics,24,Rare Diseases & Genomics > Hematology,94,Genetics & Neuroscie > Clinica... > Clinical Research,-5.8882647,3.079244
6605041,The Erythrocyte: a Regulator of Microvascular Perfusion,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2003.0,183750.0,6,Molecular Biology & Genomics,33,Molecular Biology & Genomics > Genetics,127,Genetics & Neuroscie > Genetic... > Genetics,-5.0010467,4.169598
8564097,Microbiology and Infectious Diseases Biological Research Resource Repository,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2012.0,197053.0,1,Clinical Trials & Prevention,1,Clinical Trials & Prevention > Influenza,4,Clinical Research &  > Infecti... > Infectious Diseases,-10.325715,4.7916784
6955857,PKC-EHN-PKD signal complex in cardiac remodeling,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2005.0,367937.0,9,Cancer Biology & Oncology,51,Cancer Biology & Oncology > Cardiovascular,193,Genetics & Neuroscie > Genetic... > Genetics,-6.8543854,6.855422
9611777,Migration as a Selection Paradigm for Primordial Germ Cells,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2018.0,37384.0,3,Genetics & Biotechnology,16,Genetics & Biotechnology > Biodefense,63,Genetics & Neuroscie > Genetic... > Genetics,-4.633924,6.755159
10541103,Mechanisms of Dual Inhibition of TGFbeta/PD-L1 in HNSCC,NATIONAL INSTITUTE OF DENTAL & CRANIOFACIAL RESEARCH,2023.0,523661.0,4,Rare Diseases & Genomics,24,Rare Diseases & Genomics > Hematology,93,Genetics & Neuroscie > Clinica... > Lung,-4.7227616,3.4757924
7104531,Lactic acid bacteria in mucosal defense against HIV-1,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2005.0,194700.0,4,Rare Diseases & Genomics,24,Rare Diseases & Genomics > Hematology,94,Genetics & Neuroscie > Clinica... > Clinical Research,-4.6605487,5.1145554
6363811,PREDOCTORAL TRAINING IN BASIC NEUROSCIENCE,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2001.0,298064.0,1,Clinical Trials & Prevention,5,Clinical Trials & Prevention > Minority Health,18,Clinical Research &  > Clinica... > Clinical Research,-11.952624,3.279226
6376755,INSTITUTIONAL CLINICAL SCIENTIST DEVELOPMENT AWARD,NATIONAL CANCER INSTITUTE,2001.0,125806.0,1,Clinical Trials & Prevention,5,Clinical Trials & Prevention > Minority Health,17,Clinical Research &  > Clinica... > Clinical Research,-11.564009,3.2263181
7257823,BRAIN INJURY TRAINING GRANT,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2007.0,216129.0,1,Clinical Trials & Prevention,5,Clinical Trials & Prevention > Minority Health,17,Clinical Research &  > Clinica... > Clinical Research,-11.615112,3.2441254
10192729,Molecular Biophysics Training Grant,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2021.0,534683.0,1,Clinical Trials & Prevention,6,Clinical Trials & Prevention > Clinical Trials and Supportive A...,22,Clinical Research &  > Clinica... > Clinical Research,-11.432714,3.7207687
9078994,Regulation of chromosome segregation by SMC complexes and Top2 in S. pombe,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2015.0,112573.0,3,Genetics & Biotechnology,17,Genetics & Biotechnology > Digestive Diseases,67,Genetics & Neuroscie > Genetic... > Genetics,-4.282671,7.069006
9989195,"Folding, Misfolding and Oligomerization of TDP-43",NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2020.0,45520.0,7,Infectious Disease & Immunology,40,Infectious Disease & Immunology > Bioengineering,157,Genetics & Biotechno > Bioengi... > Infectious Diseases,-6.5016193,5.6611342
9432028,The Effect of Maternal Cells on Infant Immunity,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2018.0,170725.0,6,Molecular Biology & Genomics,34,Molecular Biology & Genomics > Immunization,134,Genetics & Neuroscie > Clinica... > Infectious Diseases,-6.6446934,6.743208
6531499,MD Anderson Cancer Center SPORE in Head and Neck Cancer,NATIONAL CANCER INSTITUTE,2002.0,2316943.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,12,Clinical Research &  > Clinica... > Clinical Research,-10.544771,4.3131084
6918732,The Role of MeCP2 in Rett Syndrome,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH &HUMAN DEVELOPMENT,2005.0,298530.0,6,Molecular Biology & Genomics,32,Molecular Biology & Genomics > Heart Disease,123,Genetics & Neuroscie > Genetic... > Genetics,-5.210183,3.941837
7758279,Dissecting the role for IL-15 in CD8+ T cell homeostasis in human lupus,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2010.0,409613.0,3,Genetics & Biotechnology,16,Genetics & Biotechnology > Biodefense,61,Genetics & Neuroscie > Genetic... > Genetics,-4.3450904,7.2548227
6689863,Development of Diagnostic Microarray for Influenza A,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2003.0,230626.0,10,Bioengineering & Technology,60,Bioengineering & Technology > Nanotechnology,230,Bioengineering & Bio > Bioengi... > Bioengineering,-8.40961,4.881359
6496544,Acylovir to prevent HIV acquisition in HSV-2+persons,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2002.0,2571932.0,2,Behavioral & Social Science,8,Behavioral & Social Science > Comparative Effectiveness Research,32,Clinical Research &  > Clinica... > Clinical Research,-8.327819,0.45273757
8838733,"Metabolism, protein and miRNA cross-talk in cell cycle and tumor progression",NATIONAL CANCER INSTITUTE,2015.0,365200.0,6,Molecular Biology & Genomics,33,Molecular Biology & Genomics > Genetics,129,Genetics & Neuroscie > Genetic... > Clinical Research,-4.603178,3.7762096
8827264,Intimacy-Enhancing Couples' Intervention for Localized Prostate Cancer,NATIONAL CANCER INSTITUTE,2015.0,570103.0,2,Behavioral & Social Science,12,Behavioral & Social Science > Patient Safety,47,Clinical Research &  > Clinica... > Clinical Research,-8.597779,0.85771734
10899910,Socio-structural determinants of cannabis and derived psychoactive cannabis product use and consequences among young adults,NATIONAL INSTITUTE ON DRUG ABUSE,2024.0,73828.0,3,Genetics & Biotechnology,13,Genetics & Biotechnology > Health Services,51,Genetics & Neuroscie > Clinica... > Behavioral and Social Science,-9.287534,2.2536566
7993051,Molecular Cloning of the Fragile X Site,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2011.0,568641.0,7,Infectious Disease & Immunology,38,Infectious Disease & Immunology > Regenerative Medicine,149,Genetics & Biotechno > Genetic... > Genetics,-6.2098136,4.5965757
6349960,LINEAGE DETERMINATION IN MUSCLE,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2001.0,319111.0,7,Infectious Disease & Immunology,39,Infectious Disease & Immunology > Dental/Oral and Craniofacial Dis...,151,Genetics & Biotechno > Genetic... > Genetics,-5.222779,5.1090283
7795080,"Cancer-Associated, Interdependent Regulation of mTOR, AKT, and IKK/NF-kappaB",NATIONAL CANCER INSTITUTE,2010.0,304373.0,3,Genetics & Biotechnology,17,Genetics & Biotechnology > Digestive Diseases,68,Genetics & Neuroscie > Genetic... > Genetics,-4.0772862,7.019467
7989213,Mechanism of Fetal and Neonatal Handling of HIV Drugs,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2010.0,50770.0,7,Infectious Disease & Immunology,42,Infectious Disease & Immunology > Biodefense,165,Genetics & Biotechno > Genetic... > Genetics,-4.3858953,5.5791674
8935956,"Interplay between neuroprotective pathways, HIV, and astrocytes",NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2015.0,595708.0,3,Genetics & Biotechnology,16,Genetics & Biotechnology > Biodefense,61,Genetics & Neuroscie > Genetic... > Genetics,-4.321873,7.2850842
10701667,Dynamic RNA modifications that control gene expression in diabetes,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2023.0,86675.0,9,Cancer Biology & Oncology,51,Cancer Biology & Oncology > Cardiovascular,191,Genetics & Neuroscie > Genetic... > Genetics,-6.595303,6.649271
7968626,Studies of Vaginal Flora and Bacterial Vaginosis,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2009.0,243876.0,3,Genetics & Biotechnology,18,Genetics & Biotechnology > Basic Behavioral and Social Science,71,Genetics & Neuroscie > Neurosc... > Clinical Research,-7.884459,1.9055626
6177697,ABNORMAL SODIUM CHANNEL REGULATION IN HUMAN HYPERTENSION,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2000.0,135068.0,6,Molecular Biology & Genomics,31,Molecular Biology & Genomics > Substance Abuse,119,Genetics & Neuroscie > Neurosc... > Neurosciences,-4.6343517,4.1138506
8501575,Model-guided Identification of Synthetic Lethal Genes for Drug Target Development,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2013.0,574058.0,9,Cancer Biology & Oncology,52,Cancer Biology & Oncology > Emerging Infectious Diseases,195,Genetics & Neuroscie > Genetic... > Biotechnology,-7.6148624,5.9692006
6547052,Minority Predoctoral Fellowship Program,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2002.0,28106.0,7,Infectious Disease & Immunology,38,Infectious Disease & Immunology > Regenerative Medicine,148,Genetics & Biotechno > Genetic... > Genetics,-5.897587,4.3974156
6999743,Biology of Fungal Melanin,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2006.0,343475.0,9,Cancer Biology & Oncology,52,Cancer Biology & Oncology > Emerging Infectious Diseases,198,Genetics & Neuroscie > Genetic... > Genetics,-6.5095663,6.2015166
9126145,Asthmatic Inflammation and Neurocircuitry Activation,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2016.0,621778.0,6,Molecular Biology & Genomics,31,Molecular Biology & Genomics > Substance Abuse,119,Genetics & Neuroscie > Neurosc... > Neurosciences,-4.405736,3.905336
10657543,Rigorous Assessment of P. vivax Relapses and Primaquine Efficacy for Radical Cure,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2023.0,574672.0,10,Bioengineering & Technology,56,Bioengineering & Technology > Mental Health,211,Bioengineering & Bio > Clinica... > Clinical Research,-8.552146,3.0459232
6370535,"Studies on intestine-enriched transcription factor, IKFL",NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2001.0,248387.0,3,Genetics & Biotechnology,16,Genetics & Biotechnology > Biodefense,64,Genetics & Neuroscie > Genetic... > Genetics,-5.088168,5.790026
7835788,Structural Biochemistry of DNA Dealkylation,NATIONAL CANCER INSTITUTE,2010.0,528260.0,7,Infectious Disease & Immunology,42,Infectious Disease & Immunology > Biodefense,163,Genetics & Biotechno > Genetic... > Genetics,-4.7492476,4.847307
7672466,NIH Director's Pioneer Award,"OFFICE OF THE DIRECTOR, NATIONAL INSTITUTES OF HEALTH",2009.0,716000.0,9,Cancer Biology & Oncology,52,Cancer Biology & Oncology > Emerging Infectious Diseases,196,Genetics & Neuroscie > Genetic... > Genetics,-7.202671,6.5342193
6838998,Insulin and CNS Control of Body Weight and Food Intake,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2004.0,72994.0,9,Cancer Biology & Oncology,51,Cancer Biology & Oncology > Cardiovascular,192,Genetics & Neuroscie > Genetic... > Genetics,-5.8293443,4.7771306
7807816,Pten-loss Dysregulated Pathways in Prostate Cancer,NATIONAL INSTITUTE ON MINORITY HEALTH AND HEALTH DISPARITIES,2009.0,366250.0,9,Cancer Biology & Oncology,51,Cancer Biology & Oncology > Cardiovascular,193,Genetics & Neuroscie > Genetic... > Genetics,-6.8371835,6.925416
9298564,SINC: Synchronized Immunization Notifications,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,2017.0,249939.0,2,Behavioral & Social Science,12,Behavioral & Social Science > Patient Safety,46,Clinical Research &  > Clinica... > Clinical Research,-9.145535,2.3149858
10520746,Mayo Clinic Research Education Program in Computational Autonomic Neurobiology of Diabetes and Digestive and Kidney Diseases,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2022.0,129600.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,9,Clinical Research &  > Clinica... > Clinical Research,-10.834322,3.0680356
8838960,Systems Biology of the Circadian Clock Output Network,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2015.0,404426.0,4,Rare Diseases & Genomics,22,Rare Diseases & Genomics > Nutrition,85,Genetics & Neuroscie > Genetic... > Genetics,-5.382615,6.650938
6524245,ESTROGEN REGULATION OF MONOCYTE TNF PRODUCTION,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2002.0,63681.0,7,Infectious Disease & Immunology,37,Infectious Disease & Immunology > Clinical Research,144,Genetics & Biotechno > Genetic... > Clinical Research,-5.2201514,4.361784
9126504,Central auditory processing in HIV-positive individuals,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,2016.0,350720.0,2,Behavioral & Social Science,10,Behavioral & Social Science > Human Genome,39,Clinical Research &  > Clinica... > Clinical Research,-8.4552355,0.6528656
6685149,Chronic Prostatitis Collaborative Research Network,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2003.0,250000.0,1,Clinical Trials & Prevention,4,Clinical Trials & Prevention > Brain Disorders,14,Clinical Research &  > Clinica... > Clinical Research,-9.83529,3.4776568
7249453,"AGING, METAMEMORY, AND STRATEGY USE DURING LEARNING",NATIONAL INSTITUTE ON AGING,2007.0,323036.0,6,Molecular Biology & Genomics,31,Molecular Biology & Genomics > Substance Abuse,119,Genetics & Neuroscie > Neurosc... > Neurosciences,-5.645029,2.006954
7497795,Protein Palmitoylation in Signaling Systems,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2007.0,58500.0,7,Infectious Disease & Immunology,42,Infectious Disease & Immunology > Biodefense,164,Genetics & Biotechno > Genetic... > Genetics,-5.087111,4.716331
10824300,Utilizing tobacco discrete choice experiments to predict the population impacts of FDA regulatory policies,NATIONAL CANCER INSTITUTE,2024.0,186834.0,2,Behavioral & Social Science,11,Behavioral & Social Science > Social Determinants of Health,41,Clinical Research &  > Behavio... > Clinical Research,-8.994806,1.4181452
10727086,Multi-Level Determinants of Sexual and Gender Minority Aging,NATIONAL INSTITUTE ON AGING,2023.0,50570.0,2,Behavioral & Social Science,11,Behavioral & Social Science > Social Determinants of Health,43,Clinical Research &  > Behavio... > Behavioral and Social Science,-8.766853,1.1004
8143068,The USC-JHU Cancer Epigenome Characterization Center,NATIONAL CANCER INSTITUTE,2010.0,899999.0,10,Bioengineering & Technology,55,Bioengineering & Technology > Networking and Information Techn...,210,Bioengineering & Bio > Genetic... > Clinical Research,-10.623108,4.3891892
6889234,In Vivo EPR Bioengineering Research Partnership,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING,2005.0,300250.0,10,Bioengineering & Technology,59,Bioengineering & Technology > Rehabilitation,225,Bioengineering & Bio > Bioengi... > Bioengineering,-8.034415,4.3861313
6636116,Cerebal Ischemia During Anesthesia and Surgery,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2003.0,248850.0,6,Molecular Biology & Genomics,31,Molecular Biology & Genomics > Substance Abuse,119,Genetics & Neuroscie > Neurosc... > Neurosciences,-4.9302883,3.0970552
10935978,Boron-containing antimalarial drug discovery,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2024.0,464495.0,10,Bioengineering & Technology,58,Bioengineering & Technology > Vaccine Related,222,Bioengineering & Bio > Biotech... > Biotechnology,-8.664613,5.1390486
10652663,Benzene Exposure and Heart Failure,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,2023.0,195625.0,9,Cancer Biology & Oncology,51,Cancer Biology & Oncology > Cardiovascular,194,Genetics & Neuroscie > Genetic... > Neurosciences,-6.3976073,6.716974
8158201,Investigation of the Modulators of Cerebrovascular Coupling,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2010.0,1767764.0,3,Genetics & Biotechnology,15,Genetics & Biotechnology > Human Genome,57,Genetics & Neuroscie > Genetic... > Genetics,-5.5128655,2.8091583
7064763,Apoptosis and Necrosis in Pancreatitis,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2006.0,176561.0,4,Rare Diseases & Genomics,20,Rare Diseases & Genomics > Digestive Diseases,80,Genetics & Neuroscie > Genetic... > Infectious Diseases,-5.196839,3.4203117
8438411,Neurotransmitter Actions in the Neocortex and Thalamus,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2013.0,374817.0,5,Neuroscience & Behavior,25,Neuroscience & Behavior > Neurosciences**,97,Neurosciences & Beha > Neurosc... > Neurosciences,-5.818757,2.4533162
6375170,OSTEOPOROTIC FRACTURES IN MEN (MR.OS),NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2001.0,446554.0,2,Behavioral & Social Science,7,Behavioral & Social Science > Rare Diseases,27,Clinical Research &  > Clinica... > Clinical Research,-8.446748,0.8704912
