APPLICATION_ID,PROJECT_TITLE,IC_NAME,FY,TOTAL_COST,cluster,topic_label,title_short,funding_millions
6745570,Understanding Outcome Disparities in Alcohol Treatment,NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,2004.0,143000.0,19,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Understanding Outcome Disparities in Alcohol Treatment,0.14
9625374,"Pivotal Study to Demonstrate the Effectiveness of Estradiol Administered in Feed to American Eels (Anguilla rostrata) for Increased Rate of Weight Gain, Protocol No. NE-002",FOOD AND DRUG ADMINISTRATION,2018.0,150000.0,50,NATIONAL CANCER INSTITUTE: Clinical Research,Pivotal Study to Demonstrate the Effectiveness of Estradiol Administered in Feed to American Eels (Anguilla rostrata) fo,0.15
7053076,beta-3-Peptide Helix Dimers of Defined Orientation,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2006.0,43996.0,42,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,beta-3-Peptide Helix Dimers of Defined Orientation,0.04
10068786,The Role of PHLPP in Colon Cancer,NATIONAL CANCER INSTITUTE,2020.0,361929.0,40,NATIONAL CANCER INSTITUTE: Genetics,The Role of PHLPP in Colon Cancer,0.36
8555949,AIDS Animal Models: Cellular Immunology and Immunogenetics,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2012.0,278408.0,27,NATIONAL CANCER INSTITUTE: Biotechnology,AIDS Animal Models: Cellular Immunology and Immunogenetics,0.28
10766737,"Absorption of vitamin B1 along the intestinal tract: Physiology, pathophysiology and cell biology aspects",NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2024.0,552634.0,37,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Genetics","Absorption of vitamin B1 along the intestinal tract: Physiology, pathophysiology and cell biology aspects",0.55
6959176,Endocardial dysfunction in humans with AF,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2005.0,152500.0,21,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES: Neurosciences,Endocardial dysfunction in humans with AF,0.15
7315777,5-D Image Guided Cardiac Ablation Therapy,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING,2007.0,437153.0,44,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING: Bioengineering,5-D Image Guided Cardiac Ablation Therapy,0.44
6642146,Chemoprevention of Superficial Bladder Cancer,NATIONAL CANCER INSTITUTE,2003.0,391129.0,49,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Clinical Research",Chemoprevention of Superficial Bladder Cancer,0.39
8934139,9/9-Predictors and Mechanisms of Conversion to Psychosis,NATIONAL INSTITUTE OF MENTAL HEALTH,2015.0,804090.0,13,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,9/9-Predictors and Mechanisms of Conversion to Psychosis,0.8
8435619,The role of senescent cells in late-life tumorigenesis,NATIONAL CANCER INSTITUTE,2013.0,358567.0,36,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,The role of senescent cells in late-life tumorigenesis,0.36
10653878,2/7 Clozapine for the Prevention of Violence in Schizophrenia: a Randomized Clinical Trial,NATIONAL INSTITUTE OF MENTAL HEALTH,2023.0,254250.0,26,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,2/7 Clozapine for the Prevention of Violence in Schizophrenia: a Randomized Clinical Trial,0.25
10316891,Multi-racial genetic analysis of hidradenitis suppurativa,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2021.0,807573.0,50,NATIONAL CANCER INSTITUTE: Clinical Research,Multi-racial genetic analysis of hidradenitis suppurativa,0.81
9930035,The STING pathway and cytosolic nucleic acid sensors in bone homeostasis,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2020.0,376473.0,27,NATIONAL CANCER INSTITUTE: Biotechnology,The STING pathway and cytosolic nucleic acid sensors in bone homeostasis,0.38
9071281,Behavior-based chemical screening for GABAergic and startle modifying drugs,NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,2016.0,317000.0,23,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Behavior-based chemical screening for GABAergic and startle modifying drugs,0.32
11042698,The role of Sonic hedgehog signaling in cranial neural crest potency,NATIONAL INSTITUTE OF DENTAL & CRANIOFACIAL RESEARCH,2024.0,42894.0,20,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,The role of Sonic hedgehog signaling in cranial neural crest potency,0.04
6657961,CALCINEURIN IN CALCIUM CHANNEL REGULATION DURING AGING.,NATIONAL INSTITUTE ON AGING,2002.0,48148.0,33,NATIONAL INSTITUTE OF MENTAL HEALTH: Neurosciences,CALCINEURIN IN CALCIUM CHANNEL REGULATION DURING AGING.,0.05
7291027,"Sleep, Circadian, Hormonal Dysregulation, and Breast Cancer Survival",NATIONAL CANCER INSTITUTE,2007.0,454590.0,48,NATIONAL CANCER INSTITUTE: Clinical Research,"Sleep, Circadian, Hormonal Dysregulation, and Breast Cancer Survival",0.45
8062946,2011 Cold Spring Harbor Conference on Telomeres and Telomerase,NATIONAL INSTITUTE ON AGING,2010.0,30625.0,8,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Cancer,2011 Cold Spring Harbor Conference on Telomeres and Telomerase,0.03
6747381,THE ANTI-APOPTOTIC ROLE OF HEATSHOCK PROTEIN 70 (HSP 70),NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2004.0,329000.0,20,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,THE ANTI-APOPTOTIC ROLE OF HEATSHOCK PROTEIN 70 (HSP 70),0.33
10263340,A Rapid HIV RNA Detection without Sample Preparation,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2021.0,427926.0,44,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING: Bioengineering,A Rapid HIV RNA Detection without Sample Preparation,0.43
9739390,HIV Intervention Science Training Program for Underrepresented Investigators,NATIONAL INSTITUTE OF MENTAL HEALTH,2019.0,130429.0,10,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,HIV Intervention Science Training Program for Underrepresented Investigators,0.13
10084239,Molecular Mechanisms of Synergistic TDP-43 and Tau Proteotoxicity in Alzheimer's Disease,NATIONAL INSTITUTE ON AGING,2021.0,140697.0,25,NATIONAL CANCER INSTITUTE: Clinical Research,Molecular Mechanisms of Synergistic TDP-43 and Tau Proteotoxicity in Alzheimer's Disease,0.14
9897411,Mechanisms of dental pulp stem cell differentiation into functional endothelium,NATIONAL INSTITUTE OF DENTAL & CRANIOFACIAL RESEARCH,2020.0,370500.0,26,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Mechanisms of dental pulp stem cell differentiation into functional endothelium,0.37
6373105,SHIGA TOXIN MODE OF ACTION IN BACTERIAL DISEASE,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2001.0,391361.0,41,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Neurosciences",SHIGA TOXIN MODE OF ACTION IN BACTERIAL DISEASE,0.39
9614293,Mechanisms of Collective Chemotaxis in Development,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2019.0,449279.0,36,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Mechanisms of Collective Chemotaxis in Development,0.45
7925716,Mapping of Electron Tunneling Pathway in Proteins,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2010.0,284942.0,32,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Mapping of Electron Tunneling Pathway in Proteins,0.28
6376111,ROLE OF GKLF IN EPITHELIAL DYSPLASIA,NATIONAL CANCER INSTITUTE,2001.0,258300.0,21,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES: Neurosciences,ROLE OF GKLF IN EPITHELIAL DYSPLASIA,0.26
7235679,Virginia Union University MARC U*STAR Program,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2007.0,398746.0,10,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,Virginia Union University MARC U*STAR Program,0.4
6898254,Promotion of Angiogenesis in Lung Cancer by MIF,NATIONAL CANCER INSTITUTE,2005.0,267685.0,36,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Promotion of Angiogenesis in Lung Cancer by MIF,0.27
10462724,Center for Excellence in Host Pathogen Interactions,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2022.0,2073225.0,4,NATIONAL CANCER INSTITUTE: Clinical Research,Center for Excellence in Host Pathogen Interactions,2.07
6287658,DEVELOPMENTAL EFFECTS OF GROWTH DELAY IN FIDGET MICE,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,2001.0,297949.0,40,NATIONAL CANCER INSTITUTE: Genetics,DEVELOPMENTAL EFFECTS OF GROWTH DELAY IN FIDGET MICE,0.3
6183536,ENDOTHELIN SIGNALING AND REGULATION OF PROTEIN KINASES,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2000.0,346386.0,40,NATIONAL CANCER INSTITUTE: Genetics,ENDOTHELIN SIGNALING AND REGULATION OF PROTEIN KINASES,0.35
8852665,Repair of iatrogenic fetal membrane defects with an adhesive tissue scaffold,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2015.0,332974.0,44,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING: Bioengineering,Repair of iatrogenic fetal membrane defects with an adhesive tissue scaffold,0.33
7392186,Regulation of Stromal Wound Healing,NATIONAL EYE INSTITUTE,2008.0,319979.0,40,NATIONAL CANCER INSTITUTE: Genetics,Regulation of Stromal Wound Healing,0.32
10626721,A lifecourse approach to women's cardiometabolic and bone health: from fertility to perimenopause,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2023.0,645814.0,49,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Clinical Research",A lifecourse approach to women's cardiometabolic and bone health: from fertility to perimenopause,0.65
9773091,Role of Fic Proteins in Cellular Signaling,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2019.0,301401.0,20,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Role of Fic Proteins in Cellular Signaling,0.3
9320515,"The Roles of Acute Intoxication, Emotional Arousal, and Emotion Regulation on Men's Sexual Aggression Intentions",NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,2017.0,37643.0,13,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,"The Roles of Acute Intoxication, Emotional Arousal, and Emotion Regulation on Men's Sexual Aggression Intentions",0.04
7734932,"Kinetics, Regulation, And Mechanisms Of Biochemical Reactions","NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2008.0,1356108.0,20,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,"Kinetics, Regulation, And Mechanisms Of Biochemical Reactions",1.36
9787963,Micro/nano fabrication of x-ray optics for biomedical imaging,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2018.0,349603.0,44,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING: Bioengineering,Micro/nano fabrication of x-ray optics for biomedical imaging,0.35
8296608,Dietary Etiologies of Heart Disease and Cancer,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2012.0,680994.0,49,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Clinical Research",Dietary Etiologies of Heart Disease and Cancer,0.68
7737542,"CD36, Periodontitis & Atherosclerosis","NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2009.0,235500.0,31,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,"CD36, Periodontitis & Atherosclerosis",0.24
6335281,"DEMENTIA RESEARCH: INFORMED, PROXY, AND ADVANCE CONSENT",NATIONAL INSTITUTE ON AGING,2000.0,52986.0,16,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,"DEMENTIA RESEARCH: INFORMED, PROXY, AND ADVANCE CONSENT",0.05
10544166,"An automated, scalable, and rapid AST system for Gonorrhea STIs",NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2023.0,1000000.0,45,NATIONAL CANCER INSTITUTE: Biotechnology,"An automated, scalable, and rapid AST system for Gonorrhea STIs",1.0
8293023,Targeted Genetic Analysis of T2D and Quantitative Traits,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2012.0,627665.0,23,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Targeted Genetic Analysis of T2D and Quantitative Traits,0.63
10977853,Mechanisms of Purkinje Cell Remodeling,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2024.0,847164.0,34,NATIONAL CANCER INSTITUTE: Genetics,Mechanisms of Purkinje Cell Remodeling,0.85
9897498,"HistoTools:  A suite of digital pathology tools for quality control, annotation and dataset identification",NATIONAL CANCER INSTITUTE,2020.0,381138.0,9,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Clinical Research","HistoTools:  A suite of digital pathology tools for quality control, annotation and dataset identification",0.38
7047585,BD Biosciences FACSAria Benchtop Cell Sorter,NATIONAL CENTER FOR RESEARCH RESOURCES,2006.0,423071.0,4,NATIONAL CANCER INSTITUTE: Clinical Research,BD Biosciences FACSAria Benchtop Cell Sorter,0.42
8725599,Comparative Modeling of Lung Cancer Control Policies,NATIONAL CANCER INSTITUTE,2014.0,1326517.0,50,NATIONAL CANCER INSTITUTE: Clinical Research,Comparative Modeling of Lung Cancer Control Policies,1.33
7157571,Regulation of Il-4 in Cells Involved in Allergic Disease,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2007.0,310055.0,30,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Regulation of Il-4 in Cells Involved in Allergic Disease,0.31
9552136,Dopamine's role in changing subjective preference,NATIONAL INSTITUTE ON DRUG ABUSE,2018.0,220500.0,39,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE: Neurosciences,Dopamine's role in changing subjective preference,0.22
8442855,A+PSA Assay for Improved Prostate Cancer Diagnosis and Risk Assessment,NATIONAL CANCER INSTITUTE,2013.0,300377.0,27,NATIONAL CANCER INSTITUTE: Biotechnology,A+PSA Assay for Improved Prostate Cancer Diagnosis and Risk Assessment,0.3
9275439,Stress & Parenting in Blacks: Preventing Obesity in Youth to Reduce Cancer Risk,NATIONAL CANCER INSTITUTE,2017.0,130860.0,17,NATIONAL CANCER INSTITUTE: Clinical Research,Stress & Parenting in Blacks: Preventing Obesity in Youth to Reduce Cancer Risk,0.13
9437805,Tim Costimulation in Liver Transplant Ischemia Injury,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2018.0,346500.0,35,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,Tim Costimulation in Liver Transplant Ischemia Injury,0.35
9285834,Neurodevelopmental Phenotypes in MLL mutant mice,NATIONAL INSTITUTE OF MENTAL HEALTH,2017.0,418004.0,32,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Neurodevelopmental Phenotypes in MLL mutant mice,0.42
10833069,Learning Science Through Research,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2024.0,246456.0,10,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,Learning Science Through Research,0.25
8681452,Comprehensive Anesthesia Research Training,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2014.0,196104.0,7,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,Comprehensive Anesthesia Research Training,0.2
8119828,PD Neuroprotection Clinical Trial: Clinical Centers,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2010.0,42600.0,48,NATIONAL CANCER INSTITUTE: Clinical Research,PD Neuroprotection Clinical Trial: Clinical Centers,0.04
10711768,Vascular dysfunction in glaucoma,NATIONAL EYE INSTITUTE,2023.0,398750.0,22,NATIONAL CANCER INSTITUTE: Genetics,Vascular dysfunction in glaucoma,0.4
9596990,CSF Clearance in Sporadic Alzheimer's Disease,NATIONAL INSTITUTE ON AGING,2018.0,842089.0,34,NATIONAL CANCER INSTITUTE: Genetics,CSF Clearance in Sporadic Alzheimer's Disease,0.84
10248614,The role of microRNA-210 in regulating oxidative stress in patients with peripheral artery disease,NATIONAL INSTITUTE ON AGING,2021.0,588414.0,35,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,The role of microRNA-210 in regulating oxidative stress in patients with peripheral artery disease,0.59
10901015,Aberrant Protein Kinase C Signaling in Alzheimer's Disease,NATIONAL INSTITUTE ON AGING,2023.0,908983.0,27,NATIONAL CANCER INSTITUTE: Biotechnology,Aberrant Protein Kinase C Signaling in Alzheimer's Disease,0.91
7483660,Post-Irradiation Intervention to Mitigate and Treat Non Hematological Radiation,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2008.0,3594363.0,47,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,Post-Irradiation Intervention to Mitigate and Treat Non Hematological Radiation,3.59
8602824,Modification of host proteins during Chlamydia infection,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2014.0,19865.0,47,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,Modification of host proteins during Chlamydia infection,0.02
9315655,THE VIRAL BIOINFORMATICS RESOURCE CENTER,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2016.0,173958.0,1,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Infectious Diseases,THE VIRAL BIOINFORMATICS RESOURCE CENTER,0.17
10827953,Regulation by post-translation modifications in response to stress,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2024.0,736661.0,23,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Regulation by post-translation modifications in response to stress,0.74
10887161,Artificial Intelligence-Assisted Clinical Decision Support for Preventing Hypoglycemia in Hospitalized Patients,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2024.0,158572.0,16,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Artificial Intelligence-Assisted Clinical Decision Support for Preventing Hypoglycemia in Hospitalized Patients,0.16
9663924,Discovery and Characterization of Genetic Mechanisms Driving Stress-induced Addiction Vulnerability,NATIONAL INSTITUTE ON DRUG ABUSE,2019.0,144284.0,24,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Clinical Research,Discovery and Characterization of Genetic Mechanisms Driving Stress-induced Addiction Vulnerability,0.14
7898931,Validating metabolic pathways in the intracellular pathogen Chlamydia trachomatis,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2010.0,52154.0,36,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Validating metabolic pathways in the intracellular pathogen Chlamydia trachomatis,0.05
10469447,Reversing Immune Dysfunction for HIV-1 Eradication,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2023.0,4986752.0,47,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,Reversing Immune Dysfunction for HIV-1 Eradication,4.99
7354111,CCR5 & CXCR4 Antagonist & Agonist Binding Site Structure,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2008.0,346466.0,28,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Bioengineering,CCR5 & CXCR4 Antagonist & Agonist Binding Site Structure,0.35
8490277,Phoslactomycins: Biosynthesis & Activity,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2013.0,333079.0,36,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Phoslactomycins: Biosynthesis & Activity,0.33
10424561,Coupling a multifunctional tag to scalable endogenous tagging technology for improved genome-wide perturbation screens,NATIONAL HUMAN GENOME RESEARCH INSTITUTE,2022.0,34179.0,38,NATIONAL CANCER INSTITUTE: Genetics,Coupling a multifunctional tag to scalable endogenous tagging technology for improved genome-wide perturbation screens,0.03
9917402,Reading Frame Correction for the Treatment of Batten Disease,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2020.0,572075.0,34,NATIONAL CANCER INSTITUTE: Genetics,Reading Frame Correction for the Treatment of Batten Disease,0.57
10358515,Non-cyp51A-mutation Mediated Triazole Resistance in Aspergillus fumigatus,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2022.0,658255.0,35,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,Non-cyp51A-mutation Mediated Triazole Resistance in Aspergillus fumigatus,0.66
8228080,The Role of CDK5 in Metastasis,NATIONAL CANCER INSTITUTE,2012.0,339993.0,47,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,The Role of CDK5 in Metastasis,0.34
10361268,"PREDICTING CARIES RISK IN UNDERSERVED CHILDREN, FROM TODDLERS TO THE SCHOOL-AGE YEARS, IN PRIMARY HEALTHCARE SETTINGS",NATIONAL INSTITUTE OF DENTAL & CRANIOFACIAL RESEARCH,2021.0,7582.0,17,NATIONAL CANCER INSTITUTE: Clinical Research,"PREDICTING CARIES RISK IN UNDERSERVED CHILDREN, FROM TODDLERS TO THE SCHOOL-AGE YEARS, IN PRIMARY HEALTHCARE SETTINGS",0.01
9545010,Getting More from Less: Multi-omic Capture and Analysis from Patient Samples,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2018.0,533801.0,27,NATIONAL CANCER INSTITUTE: Biotechnology,Getting More from Less: Multi-omic Capture and Analysis from Patient Samples,0.53
10051480,Interleukin 12 disruption provides beta cell and microvessel protection in type 2diabetes,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2020.0,461660.0,38,NATIONAL CANCER INSTITUTE: Genetics,Interleukin 12 disruption provides beta cell and microvessel protection in type 2diabetes,0.46
10917062,Mechanisms Determining Dysregulation of the NRF2 Oxidative Stress Response in Head and Neck Squamous Cell Carcinoma,NATIONAL INSTITUTE OF DENTAL & CRANIOFACIAL RESEARCH,2024.0,173993.0,22,NATIONAL CANCER INSTITUTE: Genetics,Mechanisms Determining Dysregulation of the NRF2 Oxidative Stress Response in Head and Neck Squamous Cell Carcinoma,0.17
6646595,RANK Signaling in Osteoclast Differentiation &Function,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2003.0,287000.0,21,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES: Neurosciences,RANK Signaling in Osteoclast Differentiation &Function,0.29
7266994,Genetic Determinants of Epilepsy in Murine Systems,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2007.0,538050.0,47,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,Genetic Determinants of Epilepsy in Murine Systems,0.54
9012817,Kidney Tubular Damage and Dysfunction Identify a Novel Axis of Chronic Kidney,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2016.0,607359.0,21,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES: Neurosciences,Kidney Tubular Damage and Dysfunction Identify a Novel Axis of Chronic Kidney,0.61
9764484,"Emergence, Stability and Predictors of Anxiety in Fragile X Syndrome",NATIONAL INSTITUTE OF MENTAL HEALTH,2019.0,626702.0,13,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,"Emergence, Stability and Predictors of Anxiety in Fragile X Syndrome",0.63
9837435,Metabolomic Mechanisms of Nutritional Immunity in the Urinary Tract,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2020.0,340015.0,21,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES: Neurosciences,Metabolomic Mechanisms of Nutritional Immunity in the Urinary Tract,0.34
10316019,Genetic and epigenetic regulation of cranial neural crest differentiation,NATIONAL INSTITUTE OF DENTAL & CRANIOFACIAL RESEARCH,2021.0,430003.0,40,NATIONAL CANCER INSTITUTE: Genetics,Genetic and epigenetic regulation of cranial neural crest differentiation,0.43
7215681,Oxygen Sensing and Growth Plate Chrondrocyte Maturation,NATIONAL INSTITUTE OF DENTAL & CRANIOFACIAL RESEARCH,2007.0,274321.0,41,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Neurosciences",Oxygen Sensing and Growth Plate Chrondrocyte Maturation,0.27
8316059,Animal Models of Human Infections for Evaluation of Experimental Therapies,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2011.0,83382.0,2,FOOD AND DRUG ADMINISTRATION: Clinical Research,Animal Models of Human Infections for Evaluation of Experimental Therapies,0.08
6922945,Molecular Pharmacology of Estrogen Sulfotransferase,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH &HUMAN DEVELOPMENT,2005.0,285300.0,41,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Neurosciences",Molecular Pharmacology of Estrogen Sulfotransferase,0.29
9503700,Phenotype Transitions in Small Cell Lung Cancer,NATIONAL CANCER INSTITUTE,2018.0,511899.0,45,NATIONAL CANCER INSTITUTE: Biotechnology,Phenotype Transitions in Small Cell Lung Cancer,0.51
6626458,EXPERIMENTAL POLYCHONDRITIS IN HLA-DQ TRANSGENIC MICE,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2003.0,95277.0,41,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Neurosciences",EXPERIMENTAL POLYCHONDRITIS IN HLA-DQ TRANSGENIC MICE,0.1
10923630,Molecular dissecting and targeting YAP1 mediated cancer stemness and immune suppression in advanced gastric adenocarcinoma,NATIONAL CANCER INSTITUTE,2023.0,452423.0,22,NATIONAL CANCER INSTITUTE: Genetics,Molecular dissecting and targeting YAP1 mediated cancer stemness and immune suppression in advanced gastric adenocarcino,0.45
6899338,Molecular basis meningococcal group A capsular immunity,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2005.0,507938.0,30,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Molecular basis meningococcal group A capsular immunity,0.51
9389651,Hemodynamic Noninvasive Skin Cancer Diagnostics,NATIONAL CANCER INSTITUTE,2016.0,521409.0,38,NATIONAL CANCER INSTITUTE: Genetics,Hemodynamic Noninvasive Skin Cancer Diagnostics,0.52
7631643,Pharmaceutical Aspects of Biotechnology Training,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2009.0,323707.0,7,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,Pharmaceutical Aspects of Biotechnology Training,0.32
